text	lable
التخييم في أماكن لا يجب التخييم بها قد يعود بمشكلات نحن بغنىً عنها	0
نسبة كبيرة من التلوث في الطبيعة سببه المخييمين الغير مهذبين	0
الفحوصات مطلوبة لأن الطلاب الخبثاء يجلبون المخدرات والأسلحة إلى المدرسة ويخزنونها في الخزائن	0
تساعد عمليات فحص الخزانة على زيادة السلامة في المدارس	1
تساعد عمليات التحقق من الخزانة الطلاب على البقاء بصحة جيدة جسديًا وعقليًا لأنها تثني الطلاب عن إحضار الأسلحة النارية وخاصة المخدرات	0
فحص خزائن الطلاب يعتبرانتهاك لخصوصياتهم	1
بعض الطلاب تخبئ في الخزانة أغلاض لا ترغب لأحد أن يراها	1
خزائن الفتيات يجب أن تكون خصوصية قصوى و لا ينبغي على أحد رؤية ما بداخلها	1
مع الاتجاه الحالي للتكنولوجيا المتغيرة باستمرار ، لا يمكن إنكار إمكانية استبدال العديد من الوظائف	1
صحيح أن التكنولوجيا وأجهزة الكمبيوتر تجعل وظائفهم أسهل ، لكنها بالتأكيد لا يمكن أن تحل محلها	0
مع التطور السريع لمستوى حياة الناس ، يتم إجراء عدد متزايد من التجارب على الحيوانات ، مثل الأدوية والأطعمة الجديدة	1
يقول بعض المعارضين إنه أمر قاس على الحيوانات والطبيعة	0
لتخفيف هذا الاختلاف ومساعدة البلدان الأقل ثراءً ، يجب على الدول الأغنى أن تبذل جهودًا لتحسين المجالات المهمة في البلدان الأقل ثراءً	1
في الوقت الحاضر ، يشارك الرجال والنساء على قدم المساواة في كل مجال	1
في الماضي ، كانت النساء يعملن في المنزل ويؤدين عملاً متطورًا	0
يقول بعض الناس أن زيارة المتاحف ليست سوى شكل من أشكال الترفيه	1
يختلف آخرون ، بحجة أن المتاحف تلعب دورًا في التعليم	1
الطريقة الأكثر فعالية لإقناع المستهلكين بشراء منتج هي من خلال الإعلان	1
وفيما يتعلق بتنمية الدولة ، يعتقد البعض أنه من الضروري للطلاب الصغار الحصول على تعليم عالي الجودة في الجامعات	1
هناك العديد من فرص العمل لأولئك الذين ليس لديهم شهادة التخرج من الجامعة ، مثل الميكانيكيين أو مندوبي المبيعات	0
جلبت شعبية الهواتف المحمولة الكثير من الراحة	1
يسود ذعر بين الناس من أن محادثتهم يمكن أن يعترضها الطرف الثالث	0
يعتقد بعض الناس أن الكمبيوتر مفيد للأطفال ويجب استخدامه يوميًا من قبل الأطفال	0
استخدام الكمبيوتر باستمرار له تأثير سيء على عيون الأطفال	1
الأطفال الذين يمارسون الألعاب كثيرًا على الكمبيوتر قد يفتقرون بشكل خطير إلى مهارات الاتصال ، ولن يعرفوا سوى القليل عن الحياة الخارجية	1
تعتبر المباني الصناعية جزءًا ضروريًا من المجتمع الحديث	0
يعارض عدد كبير من الناس بناء مصنع بالقرب من مجتمعهم بسبب التلوث	1
يبدأ المزيد والمزيد من الناس في اختيار الأطعمة الجاهزة كوجباتهم اليومية	1
لكن من الواضح أن الطعام المطبوخ يمكن أن يحدث بعض التأثير السلبي الناتج عن استخدام المكونات الاصطناعية وتجاهل تغذية الطعام وتعديل عادات الأكل لدى الناس	0
هناك فجوة متزايدة بين البلدان المتقدمة والبلدان النامية	0
تفتقر معظم البلدان النامية إلى الموارد التعليمية	0
فهي تتسبب فقط في الإضرار بالمجتمع ويجب حظر جميع أشكال الإعلان	0
بفضل الإعلانات التي نتعرف عليها حول المنتجات الجديدة ، يمكننا مقارنتها واختيار الأفضل بالنسبة لنا	1
الإعلان عن السجائر والكحول سيؤثر بالتأكيد على أطفالنا بطريقة سلبية	0
العمل خارج المنزل سيحقق الكثير من الفوائد لكل من المرأة المتزوجة وأسرها	1
هناك العديد من الظروف الداعمة التي تساعد المرأة على تحقيق التوازن بين العمل المنزلي والعمل	1
يوفر التعليم الابتدائي والثانوي المعرفة والمهارات الأساسية للناس في هذا العالم	1
قد لا يكون لدى بعض الآباء ما يكفي من المال لدفع الرسوم الجامعية لأبنائهم	0
يمكن للطلاب الذين لديهم بالفعل معرفة أساسية وتعليم الحصول على وظيفة بدوام جزئي ويمكنهم دفع تكاليف   دراساتهم الخاصة عندما لا يستطيع والدهم دفعها	1
تؤدي الزيادة في عدد السيارات إلى التلوث البيئي	0
تؤدي الزيادة في عدد السيارات إلى ازدحام مروري رهيب	0
يصبح الهواء ملوثًا ويسبب أمراض الجهاز التنفسي للسكان المحليين	0
من الضروري تغيير السيارات إلى وسائل النقل الأخرى وسن تشريعات للتحكم في السيارات	0
فإن كمية كبيرة من المواد والأموال تجعل الدول الفقيرة فاسدة وتعتمد سياسياً على دول أخرى	0
يفضل بعض الناس الاعتراف بالعولمة كتهديد للقيم العرقية والدينية لأفراد بلادهم	0
لعولمة تعرض ثقافتهم الموروثة لخطر التغيير غير المنضبط وتجعلهم عرضة لهجوم الحكومات الإمبريالية	0
يمكن للناس الوصول بشكل أكبر إلى العديد من الموارد الطبيعية في العالم	1
فكرة العولمة إلى انخفاض كبير في التوتر العالمي بسبب تقارب فوائد الناس في العالم وهو نتيجة طبيعية للعولمة	1
تقدم المدارس للطلاب بيئة جيدة مع أساتذة ذوي خبرة وبرامج عالية الجودة للدراسة	1
توفر المدارس الكثير من المعرفة الأكاديمية للطلاب	1
غالبًا ما تكون ممتعة بصريًا ، لأنها تهدف إلى جذب انتباهك	1
يساعد الإعلان أيضًا في الحفاظ على الأسعار عند مستويات معقولة	1
الإعلانات يمكن أن تكون مزيفة ومبالغ فيها	0
 نسمع بعض الأخبار من وقت لآخر عن إصابة شخص ما عن طريق الصدفة أثناء الصيد	0
 ستخلق البنادق مجتمعًا عنيفًا إذا استمر هذا الاتجاه	0
ويجب على الحكومة فرض سلسلة من القوانين لمنع مجتمعاتنا من العنف	1
السلاح بالتأكيد ليس نوعًا من الخير الطبيعي في مجتمعنا	1
يؤدي تقدم تكنولوجيا المواد إلى انخفاض حاد في أسعار عدد كبير من المنتجات	1
يمكن لمعظم أفراد مجتمعنا الاستفادة من نتائج التطورات التقنية ، وخاصة الفقراء	1
تتسع الفجوة بين الأغنياء والفقراء من خلال التكنولوجيا	0
يمكن اكتشاف العديد من الحقائق حول النظام الشمسي	1
يمكن اختراع قدر كبير من التكنولوجيا المتطورة. نظرًا لأن رواد الفضاء يحتاجون إلى السفر إلى الفضاء الخارجي الذي لا يحتوي على أي أكسجين للتنفس 	1
توفر لهم الوظائف بدوام جزئي فرصة ثمينة لممارسة ما يتعلمونه في جامعاتهم	1
يساعد القيام بوظائف إضافية الطالب في الحصول على أموال مقابل إقامتهم	1
يساعد القيام بوظائف إضافية الطالب في الحصول على أموال مقابل إقامتهم	1
نظرًا لأن كلا الجنسين متساويان في الأهمية ، يجب منح كلا الجنسين فرصًا متساوية	1
يعتقد بعض الرجال الشوفينيين أن النساء غير قادرات في مجالات معينة ، مثل الرياضيات والهندسة الميكانيكية والدفاع وما إلى ذلك	0
لعبت الألعاب دورًا رئيسيًا في نمو الأطفال ، خاصة من حيث قدراتهم	1
أعتقد أن الألعاب التقليدية لا تزال لا غنى عنها في عملية تعلم الأطفال ، بل إنها أكثر أهمية من الألعاب الحديثة ، خاصة في المجتمع الحديث	0
يجادل بعض الناس بأن الحكومة يجب أن تستثمر أكثر في الرعاية الطبية والتعليم بدلاً من الترفيه أو المرافق الرياضية	1
لمرافق الترفيهية مثل دور السينما والمسارح والملاعب الرياضية موجهة في الغالب للربح. يعتمد وجودهم على استراتيجياتهم التسويقية وحالة المرافق وحجم الجمهور	0
يشعر بعض الناس بالقلق من أن التكنولوجيا الحديثة قد تكون عقبة أمام الحفاظ على التقنيات وأنماط الحياة التقليدية	0
سأستنتج أن التكنولوجيا تدعم بالفعل الحفاظ على التقنيات وأنماط الحياة التقليدية وتعزيزها	1
يجلب الفنانون المبتكرون المتعة والإلهام لحياتنا المملة في بعض الأحيان	0
يرى بعض الناس أن الفنانين قد عهد إليهم بالكثير من الحرية والسلطة ويجب أن يتم تقييدهم من قبل الحكومة	1
أدى ارتفاع معدل الجريمة إلى اقتراح أن الوقت قد حان للحكومة لاتخاذ إجراءات للسيطرة على انتشار مشاهد العنف في وسائل الإعلام	0
تعتبر وسائل الإعلام ، مثل التلفزيون أو الفيلم ، مصدر المعلومات الصحيح الذي تنظمه الحكومة	1
لقد انفتحت النساء على فرص أكثر من أي وقت مضى	0
فإن كل شيء له جانب إيجابي وسلبي ، يجب على المرأة أن تجد أفضل طريقة للتغلب على مثل هذه التحديات	1
نظرًا لأن آثار تلك القضايا المتعلقة بالتلوث والمرور بعيدة المدى للغاية ، فليس من الكافي زيادة سعر البنزين فقط لحل المشكلات	0
يجب الحفاظ على هذه التطورات في الزراعة من أجل منفعة جميع البشر	1
الطعام المعدل وراثيًا يقطع التوازن الطبيعي للنظام البيئي ويعود ليطاردنا بطرق غير متوقعة	0
قد تكون الابتكارات في الزراعة مثل الزراعة الآلية وابتكارات أغذية الهندسة الوراثية هي الطريقة الوحيدة لإطعام العدد الهائل من الناس في كل ركن من أركان العالم	1
مع تطور العولمة ، أصبحت اللغة الإنجليزية هي اللغة المهيمنة في التجارة الوطنية ، والمؤتمرات والعديد من الأحداث الهامة	0
يعتقد المعارضون أن الوضع المهيمن للغة الإنجليزية قد دمر التنوع الثقافي وانقرضت العديد من اللغات الأقل استخدامًا	0
انتشار اللغة الإنجليزية يعزز التواصل والتفاعل بين مختلف البلدان بشكل أكثر ملاءمة ووضوحًا	1
يجب الدعوة إلى اللغة الإنجليزية كلغة أنيقة في العديد من المجالات لتوسيع التجارة العالمية والاتصالات	1
يشعر الآخرون بالقلق من عدم إساءة استخدام الحيوانات	0
يستغل العديد من المزارعين والملاك الحيوانات بما يتجاوز حدودهم. على سبيل المثال ، غالبًا ما يتم حقن الأبقار بواسطة الأوكسيتوسين ، وهو هرمون يستخدم لزيادة الرضاعة بالقوة. وهذا بدوره يسبب الكثير من الانزعاج والألم للماشية	0
دفع الإنسان العديد من الحيوانات لاستخدامها الشخصي مثل الأبقار وغيرها من الحيوانات الحلوب لإنتاج الحليب منها	1
يشجع الكثير من الناس على استخدام الحيوانات لتلبية احتياجاتهم الشخصية	1
قام الإنسان بتدجين عدد كبير من الحيوانات والطيور واستفاد منها ليجعل الحياة أسهل وأكثر راحة لنفسه	1
يجب أن يتصرف الإنسان كوصي على الحيوانات بدلاً من أن يتصرف بصفته ربها أو أسيادها	0
أهمية المتاحف والمعارض الفنية واضحة من حيث التعليم والثقافة	0
لا يمكن عرض المعروضات الأصلية بالكامل بالصور ومقاطع الفيديو فقط	0
السفر إلى مكان ما أفضل بكثير من مشاهدة المناظر الطبيعية لذلك المكان على التلفزيون أو الصور	0
من الشائع جدًا أن المزيد والمزيد من الناس يمكنهم مشاهدة المعارض من خلال التلفزيون أو الإنترنت في المنزل بسبب التكنولوجيا الحديثة	1
من الواضح أن الأشخاص الذين يشاهدون المعارض على التلفزيون أو الإنترنت في المنزل ، يوفرون الوقت والمال على الطريق	1
لا يمكن إنكار أن التركيز على موضوع واحد يمكن أن يقلل من ضغط الطلاب ويعزز الفعالية في تدريب المواهب	0
لا يزال العديد من المراهقين غير قادرين على الاستمتاع بتنوع المناهج الدراسية	0
إن الجمع بين المواد الصعبة والسهلة يوازن بين إجهاد العمل المدرسي ويعزز حماسهم في الفصول الدراسية	1
مع بعض المعرفة الأساسية للمجالات المتنوعة ، يكون لدى الطلاب المزيد من الخيارات في اختيار المجالات أو الوظائف المتخصصة في المستقبل	1
من المقبول عمومًا أن يتعلم الطلاب أكثر من ثمانية مواد في المدرسة	1
إنها مسألة حقيقة أن تزايد لغات الأقليات قد تضاءل من العالم بسبب انتشار اللغة الإنجليزية	1
المعارضين قد يلومون أن اللغة الإنجليزية تجعل اللغات الأقل شهرة تختفي على مدار العام	0
يجب أن يكون لدى الفنانين وعي ذاتي بعدم إنشاء أعمال مبتذلة أو مؤذية أو عديمة الفائدة والتي لا تخدم أي غرض	0
يجب أن يعرف الفنانون أيضًا عدم إيذاء مشاعر الناس	0
الأعمال المبتكرة تجعل الناس يدركون الأشياء بطريقة سلمية وينفثون في ضميرهم. يساعد في إثارة القضايا وانتقاد التصرفات الخاطئة للحكومات	0
الإبداع ينشأ في عقل حر. وبالتالي ، يجب منح الفنانين المبدعين حرية التعبير عن أفكارهم دون أي قيود	0
القيود ستحد من الأفكار المبتكرة للفنانين وستحد من أدمغتهم	0
ساعدت المنافسة في تطوير العلم والتكنولوجيا	0
تساعد المنافسة في التحسين والتطور	0
المنافسة الصحية التي تنطوي على رفع مستوى المرء فوق الآخرين هو أفضل نهج	0
التعاون يساعد على فهم منظور الآخرين والتعلم من أخطائهم. فإن  يساعد على تحديد نقاط القوة والضعف لدى المرء مقارنة بالآخرين	1
سيوفر النهج التعاوني الوقت والطاقة وسيحقق معدل نجاح أعلى	0
تؤكد النظم التعليمية على تشجيع النهج التعاوني عند الأطفال	0
النهج التعاوني يساعد دائمًا الطفل على أن يصبح بالغًا مسؤولًا يتمتع بقيم أخلاقية جيدة ودائرة اجتماعية ودية	1
يجب على هيئة المحلفين أن تأخذ في الاعتبار ظروف ارتكاب جريمة	0
عقوبة الإعدام توفر الكثير من التمويل الحكومي الذي يضيع في الحفاظ على هؤلاء المجرمين المتشددين	0
عقوبة الإعدام تحد من إلهام وآفاق جرائم الكراهية الأخرى	1
عقوبة الإعدام تحمي المجتمع من المجرمين المتشددين	0
القوانين الصارمة ، مثل عقوبة الإعدام ، ضرورية في المجتمع	0
استراحة من الدراسة بين الدراسة الثانوية والجامعية في بعض البلدان تعتبر مضيعة للوقت	0
أن بعض الطلاب يستغلون هذا الوقت لإعداد الدورة الجامعية المطلوبة	1
إن الاسترخاء لمدة عام لعقول الشباب سيمنحهم تغييرًا جوهريًا	1
التوقف لمدة عام واحد مفيد للشباب بعد إنهاء دراستهم الثانوية	1
بعض الشركات تستغل الطلاب للعمل لديهم بدون أجر	0
قد يكون لدى الطلاب فكرة قليلة عن التحديات الحقيقية أو الموقف الحقيقي عندما يدخلون سوق العمل بعد التخرج	1
يمكن للطلاب تعلم خبرات لا تقدر بثمن خلال فترة العمل في المؤسسات التي تم تكليفهم بها	1
يمكن أن يؤدي توفير بيئة أكثر أمانًا وراحة للعمال إلى زيادة إنتاجيتهم بشكل أساسي لأنهم سيشعرون بمزيد من الرعاية وبالتالي يبذلون قصارى جهدهم لرؤسائهم	0
لا شك أن الزيادة أو الترقية يمكن أن ترفع الروح المعنوية في أماكن العمل	1
أعتقد أن خلق بيئة عمل ممتعة أمر أكثر واقعية وأساسيًا إذا كان المرء يرغب في زيادة الإنتاجية وتحسين أداء الموظفين	0
الأحداث ربما لا تزيل المأسي التي ترتكبها بعض الدول في دول أخرى	0
كانت الحاجة إلى التجمع في مكان واحد والاستمتاع بالمنافسة مع الموهوبين الآخرين من مختلف الثقافات من خلال الألعاب الشعبية دائمًا دافعًا قويًا	1
من المتفق عليه أن الألعاب الرياضية واسعة النطاق تجعل الناس يركزون على المسابقات الجذابة بدلاً من النزاعات الدولية	1
يمكن للأشخاص الذين يعيشون في البلدان المتضررة بشدة أن ينسوا البيئة القاتمة وأن يحافظوا على صلة مع بقية العالم من خلال الاستماع إلى الأحداث الرياضية الدولية	1
الأحداث الرياضية العالمية تشارك بقوة في دفع الناس في النهاية نحو الصداقة والسلام	1
المصدر الرئيسي للطاقة اليوم هو الماء	1
إذا شجعت الحكومة على استخدام الطاقة النووية أو الشمسية أو طاقة الرياح	1
تطلق المصادر الأكثر استخدامًا حاليًا لتوليد الطاقة كمية كبيرة من الغازات في الغلاف الجوي مما يزيد من ظاهرة الاحتباس الحراري	0
أميل إلى الاعتقاد بأنها مسؤولية هؤلاء المواطنين المحرومين وليس الحكومة لمساعدتهم	0
جب أن تحظى معالجة البطالة بأولوية منخفضة	0
إذا تمكنوا من الحصول على مساعدة مالية مجانية من الحكومة فقد ينتهي بهم الأمر دون أي دافع للعمل على الإطلاق	0
هذا لا يعني أنه يجب علينا ترك أولئك الذين يحتاجون إلى المساعدة وشأنهم	1
سرعان ما أصبحت الجامعات الأماكن المناسبة للذهاب إليها عندما يسعى الناس إلى زيادة تطوير خبراتهم	1
توجد بعض الدورات التدريبية التي لها آثار مباشرة على البحث عن عمل وجوانب أخرى في الحياة اليومية	1
تعتبر الجامعات والمؤسسات التي تتجمع فيها موارد تعليمية وفيرة. لذلك ، ليس من الضروري تقديم دورة أو نوع معين من التدريب للطلاب من قبل الجامعة	0
الحيوانات محرومة من الحرية نتيجة البقاء في حدائق الحيوان	0
من حق الأنواع البرية أن تعيش في بيئة بعيدة عن البشر	0
الحياة البرية سيتم الاعتناء بها جيدًا من قبل المتخصصين	1
يجب أن تعيش الحيوانات في موائل طبيعية بدلاً من حدائق الحيوان	1
من مسؤوليتنا خلق بيئة طبيعية وآمنة للحيوانات لتعيش فيها	1
الأنواع المهددة بالانقراض المحفوظة في حدائق الحيوان لن تموت أبدًا من الصيد غير القانوني	1
